Solution option name,Time taken to complete step,Cost of transaction fee,Cost of additional fee,Sender’s Currency,Sender’s country,Recipient’s currency,Recipient’s country,Transaction amount,Settled amount,Sender_id,Receiver_id,Transaction_id,Transacted at timestamp,Cost Ratio,Time Cost Interaction,Transaction Efficiency
Western Union,57,9.358660656167366,2.540645463393923,USD,Germany,JPY,Canada,4329.96059580648,4318.061289686919,S128,R128,T128,2024-03-02 17:31:38.236982,0.0027481326576240988,678.2604488149934,0.9972518673423758
Western Union,51,17.726395308494578,1.7707072426828168,JPY,Germany,CAD,USA,535.4354860411854,515.938383490008,S129,R129,T129,2024-03-03 17:31:38.236984,0.0364135419849212,994.3522301100471,0.9635864580150788
PayPal,62,10.82805487404493,3.8195865743675483,JPY,Canada,USD,USA,7683.336782765656,7668.689141317243,S130,R130,T130,2024-06-14 17:31:38.236986,0.0019064166862070033,908.1537698015737,0.998093583313793
SWIFT,47,20.224693083201174,1.4403707578473113,GBP,USA,USD,UK,5508.015303676496,5486.350239835448,S131,R131,T131,2024-04-20 17:31:38.236987,0.003933370306104173,1018.2580005292789,0.9960666296938958
PayPal,13,8.719590744629295,3.65200305432735,USD,Japan,GBP,USA,6973.9742045746125,6961.602610775656,S132,R132,T132,2023-11-09 17:31:38.236989,0.0017739660968119782,160.83071938643639,0.9982260339031881
PayPal,45,13.475179795643076,0.7351138997049853,EUR,Japan,JPY,UK,4171.43126267135,4157.220968976002,S133,R133,T133,2023-09-25 17:31:38.236990,0.0034065750579449572,639.4632162906627,0.996593424942055
PayPal,30,10.427889434250014,1.4327443767980879,JPY,Germany,EUR,Japan,7375.408868898811,7363.548235087763,S134,R134,T134,2023-09-25 17:31:38.236992,0.0016081323790824574,355.81901433144304,0.9983918676209175
Western Union,16,14.452826916332208,3.433374371124035,JPY,Germany,USD,Japan,4162.9387151804385,4145.0525138929825,S135,R135,T135,2023-11-08 17:31:38.236993,0.004296532452479542,286.1792205992999,0.9957034675475205
SEPA,6,3.9521344657054818,0.7897953377379426,EUR,Germany,CAD,UK,6110.890672770604,6106.148742967161,S136,R136,T136,2024-05-11 17:31:38.236995,0.0007759801405992901,28.451578820660547,0.9992240198594007
PayPal,20,11.623745314044339,3.0166606681448593,JPY,Germany,GBP,USA,3111.7928131071153,3097.152407124926,S137,R137,T137,2023-10-31 17:31:38.236997,0.00470481386823784,292.8081196437839,0.9952951861317622
SEPA,8,1.859761514363027,0.6091409727144963,EUR,UK,JPY,Germany,2770.187634138286,2767.718731651208,S138,R138,T138,2024-02-03 17:31:38.236998,0.0008912401660638837,19.751219896620185,0.9991087598339361
PayPal,68,14.75895703591956,1.6698536178593628,GBP,UK,USD,Japan,7754.939596709055,7738.510786055276,S139,R139,T139,2024-01-12 17:31:38.237000,0.002118496275683537,1117.1591244569665,0.9978815037243165
Western Union,34,16.16403214595639,2.594001203938541,USD,Japan,USD,USA,4704.878825059085,4686.120791709191,S140,R140,T140,2024-02-22 17:31:38.237001,0.003986932298869432,637.7731338964277,0.9960130677011306
PayPal,53,19.580092046692123,0.5183883649543473,EUR,UK,JPY,Canada,1210.3187109347,1190.2202305230535,S141,R141,T141,2024-07-09 17:31:38.237003,0.016605940427149884,1065.219461817263,0.9833940595728501
Western Union,26,19.353085599670433,2.061020205352845,GBP,Japan,GBP,Canada,2014.3027026184725,1992.888596813449,S142,R142,T142,2024-01-27 17:31:38.237005,0.010631026695831875,556.7667509306052,0.9893689733041681
Western Union,46,15.999595338732082,3.4721847804786177,JPY,UK,USD,Japan,2646.7464868200223,2627.2747067008117,S143,R143,T143,2024-03-07 17:31:38.237006,0.007356873888819399,895.7018854836922,0.9926431261111807
Western Union,54,15.70892703915051,0.6545790319853506,GBP,USA,EUR,Japan,5964.984818305325,5948.621312234189,S144,R144,T144,2023-11-21 17:31:38.237008,0.002743260304857707,883.6293278413364,0.9972567396951423
SWIFT,36,20.33945978585799,2.9409709353639397,EUR,USA,JPY,Canada,3114.0202722509976,3090.7398415297757,S145,R145,T145,2023-11-30 17:31:38.237009,0.00747600487019099,838.0955059639895,0.992523995129809
Western Union,39,7.713473990404174,2.0930028976265462,JPY,Germany,EUR,Canada,5319.858845497456,5310.052368609426,S146,R146,T146,2024-07-09 17:31:38.237011,0.0018433716331271801,382.45259863319814,0.9981566283668729
SWIFT,42,20.769532016292093,2.9370107155734893,GBP,USA,CAD,UK,3530.774644927048,3507.0681021951823,S147,R147,T147,2024-02-06 17:31:38.237012,0.006714261066173313,995.6747947383544,0.9932857389338267
Western Union,31,11.143782538116909,2.690619817529532,USD,Canada,CAD,UK,8882.581932714635,8868.747530358989,S148,R148,T148,2024-01-03 17:31:38.237014,0.0015574753444934973,428.8664730250397,0.9984425246555066
PayPal,43,7.276502341055033,3.5614558543946977,EUR,Germany,GBP,Japan,5383.583913466678,5372.745955271228,S149,R149,T149,2024-07-31 17:31:38.237015,0.002013149301590581,466.03220240433836,0.9979868506984094
PayPal,58,12.225101876920148,2.179564671063681,CAD,UK,JPY,Canada,6349.553539540027,6335.148872992043,S150,R150,T150,2024-01-24 17:31:38.237017,0.0022686109280413013,835.4706597830622,0.9977313890719587
PayPal,34,11.372816029769487,2.3288171707208307,USD,Canada,EUR,UK,7376.263710409522,7362.5620772090315,S151,R151,T151,2024-07-23 17:31:38.237018,0.001857530280696759,465.85552881667076,0.9981424697193032
SWIFT,33,27.15553315234242,2.561879870648132,JPY,USA,EUR,Canada,2917.203327828381,2887.4859148053906,S152,R152,T152,2024-07-23 17:31:38.237020,0.01018695294205383,980.6746297586882,0.9898130470579461
Western Union,33,8.617688244859133,3.8474549414579875,USD,Japan,USD,Germany,8020.295357005157,8007.83021381884,S153,R153,T153,2023-09-24 17:31:38.237021,0.0015542000177624015,411.349725148465,0.9984457999822377
PayPal,22,19.859403827573665,3.1017348801276845,CAD,Japan,GBP,UK,836.8668129323614,813.9056742246601,S154,R154,T154,2024-01-19 17:31:38.237023,0.02743702863212614,505.14505156942965,0.9725629713678738
Western Union,55,9.998707552330863,1.117848112019279,JPY,Canada,GBP,USA,2360.7648488877185,2349.6482932233685,S155,R155,T155,2024-07-30 17:31:38.237024,0.004708878848983092,611.4105615392579,0.9952911211510169
SWIFT,34,26.29777922996153,1.2571340806279374,GBP,USA,JPY,UK,5278.951593428644,5251.396680118054,S156,R156,T156,2024-03-29 17:31:38.237026,0.005219770028747837,936.867052560042,0.9947802299712522
Western Union,51,13.698223016091436,2.219152193040193,USD,Canada,JPY,Germany,9964.090602905899,9948.173227696767,S157,R157,T157,2023-11-08 17:31:38.237027,0.0015974739535677778,811.7861356657131,0.9984025260464322
PayPal,56,7.453247083039724,3.6322250442974395,GBP,UK,JPY,Japan,8629.242800895652,8618.157328768315,S158,R158,T158,2024-07-02 17:31:38.237029,0.001284640191858615,620.786439130881,0.9987153598081414
PayPal,38,18.553725038296704,3.844780243804137,GBP,UK,GBP,USA,8648.850649201417,8626.452143919316,S159,R159,T159,2024-07-12 17:31:38.237030,0.002589766685839232,851.1432007198321,0.9974102333141608
SWIFT,40,20.8698675991141,1.9295862457474455,USD,USA,JPY,Canada,3852.347466720677,3829.5480128758154,S160,R160,T160,2023-10-04 17:31:38.237032,0.005918327472228161,911.9781537944618,0.9940816725277718
PayPal,46,9.862381625347547,2.8914056728085855,EUR,UK,EUR,USA,946.0824230049418,933.3286357067857,S161,R161,T161,2024-06-06 17:31:38.237033,0.01348063021575607,586.6742157151822,0.9865193697842439
SWIFT,48,28.24680965925149,1.7173322276576757,JPY,USA,JPY,UK,6844.558295078823,6814.594153191913,S162,R162,T162,2024-05-13 17:31:38.237035,0.004377805052585076,1438.27881057164,0.9956221949474149
PayPal,33,17.366538280890065,2.8045814213044893,JPY,UK,USD,USA,8535.70094512357,8515.529825421376,S163,R163,T163,2023-12-01 17:31:38.237037,0.002363147424198159,665.6469501724204,0.9976368525758019
Western Union,54,16.067129001700685,2.8804927011610513,USD,UK,JPY,Japan,6262.391506508806,6243.443884805944,S164,R164,T164,2023-12-08 17:31:38.237038,0.003025620752578078,1023.1715719545339,0.9969743792474219
Western Union,67,13.051110114009786,3.5767501807984607,JPY,Canada,GBP,UK,250.42267339620471,233.79481310139647,S165,R165,T165,2023-11-10 17:31:38.237040,0.06639918051070631,1114.0666397521525,0.9336008194892937
PayPal,23,16.83626544920415,1.405409157442678,EUR,UK,CAD,USA,2092.702072955472,2074.460398348825,S166,R166,T166,2024-01-26 17:31:38.237041,0.008716804385291477,419.558515952877,0.9912831956147085
Western Union,26,8.50597013814335,1.8184337669537958,GBP,Japan,USD,Germany,288.9095655967046,278.5851616916075,S167,R167,T167,2024-08-07 17:31:38.237043,0.03573576348631258,268.4345015325258,0.9642642365136874
Western Union,41,17.921579535635843,1.872529240058188,GBP,Japan,EUR,UK,1959.0737695535672,1939.2796607778732,S168,R168,T168,2023-12-16 17:31:38.237044,0.010103809812228104,811.5584598034553,0.989896190187772
PayPal,45,7.881881768367235,1.553372484313857,CAD,Japan,CAD,USA,7140.08646872376,7130.651214471079,S169,R169,T169,2023-10-10 17:31:38.237046,0.001321448177695189,424.5864413706491,0.9986785518223048
SWIFT,47,28.715368061523762,3.9072113921208893,USD,USA,EUR,UK,9695.002981799777,9662.380402346133,S170,R170,T170,2023-12-27 17:31:38.237047,0.0033648859639224793,1533.2612343212988,0.9966351140360776
Western Union,21,7.31962991396442,0.5774324303514904,GBP,Canada,CAD,UK,3371.3801476655044,3363.4830853211884,S171,R171,T171,2024-02-07 17:31:38.237049,0.0023423826440290905,165.8383092306341,0.9976576173559709
PayPal,55,13.091012417991596,3.8050627223524045,EUR,UK,EUR,Canada,1201.497472998446,1184.601397858102,S172,R172,T172,2024-07-26 17:31:38.237050,0.014062514087672869,929.28413271892,0.9859374859123271
SWIFT,40,22.207696127887605,0.7883336596554494,JPY,USA,JPY,Canada,6868.893160332188,6845.897130544645,S173,R173,T173,2024-01-25 17:31:38.237052,0.0033478508474036215,919.8411915017222,0.9966521491525964
PayPal,53,7.4069300787177115,3.0594452344078995,GBP,UK,USD,Canada,9113.34020728862,9102.873831975494,S174,R174,T174,2024-04-01 17:31:38.237053,0.0011484675294745241,554.7178915956573,0.9988515324705254
Western Union,14,19.79170942347777,1.9326690221026506,CAD,Japan,GBP,UK,8962.172196055517,8940.447817609936,S175,R175,T175,2024-03-09 17:31:38.237055,0.002424008150071238,304.1412982381259,0.9975759918499287
Western Union,33,11.790842468408895,3.5252538744387296,GBP,Germany,USD,USA,4837.45708557726,4822.140989234413,S176,R176,T176,2024-06-24 17:31:38.237056,0.0031661461945599744,505.43117931397165,0.9968338538054401
Western Union,62,8.997554496094464,2.0879277211184895,USD,Canada,USD,Germany,5397.47305853691,5386.387576319697,S177,R177,T177,2023-09-27 17:31:38.237058,0.0020538281705139052,687.2998974672032,0.9979461718294861
PayPal,69,19.577646426979108,1.1491060613682902,CAD,UK,JPY,USA,4728.553449503474,4707.826697015127,S178,R178,T178,2024-03-30 17:31:38.237060,0.004383317796803973,1430.1459216959704,0.9956166822031961
SWIFT,33,25.58412672583198,1.289390498553074,CAD,USA,CAD,UK,1776.0895969662627,1749.2160797418776,S179,R179,T179,2024-01-13 17:31:38.237061,0.015130721597766064,886.8260684047068,0.9848692784022339
PayPal,22,8.944548354678355,2.1260950882253358,EUR,Japan,GBP,USA,6868.4749383213875,6857.404294878484,S180,R180,T180,2024-03-12 17:31:38.237063,0.0016118051739749503,243.5541557438812,0.998388194826025
SEPA,9,4.440489588756819,3.229478461126724,GBP,Germany,JPY,UK,588.2644884139,580.5945203640165,S181,R181,T181,2024-07-09 17:31:38.237064,0.013038298590084178,69.0297124489519,0.9869617014099158
PayPal,66,14.421758523974136,0.56428672929189,USD,UK,USD,Japan,4927.092539205597,4912.106493952331,S182,R182,T182,2024-08-20 17:31:38.237066,0.0030415595270476188,989.0789867155577,0.9969584404729525
ACH,47,10.048854237095918,1.6426145788539717,USD,Canada,EUR,Japan,5273.574105170172,5261.882636354222,S183,R183,T183,2023-09-16 17:31:38.237067,0.002216991471588057,549.4990343496448,0.9977830085284121
Western Union,61,11.651417562067529,1.6273314577676736,JPY,USA,USD,Germany,9779.1705858849,9765.891836865065,S184,R184,T184,2024-06-24 17:31:38.237069,0.0013578604548530465,810.0036902099474,0.9986421395451469
SEPA,2,1.1647339811170867,2.846349104240443,EUR,Germany,EUR,UK,9525.189748682204,9521.178665596846,S185,R185,T185,2023-11-23 17:31:38.237070,0.000421102696238934,8.02216617071506,0.999578897303761
PayPal,18,7.6756266874691415,2.3945371735537466,GBP,Japan,USD,UK,7148.793090618981,7138.722926757959,S186,R186,T186,2024-04-12 17:31:38.237072,0.0014086523044340843,181.26294949841198,0.998591347695566
Western Union,16,15.59066153789026,2.4355050840718544,CAD,Germany,GBP,Japan,6055.263453792915,6037.237287170953,S187,R187,T187,2024-07-31 17:31:38.237073,0.0029769417564599644,288.4186659513938,0.99702305824354
PayPal,51,12.701893814363999,3.036892959559204,GBP,Germany,USD,Canada,6014.130753439752,5998.3919666658285,S188,R188,T188,2024-03-13 17:31:38.237075,0.0026169678411001427,802.6781254700833,0.9973830321588998
Western Union,67,11.27722669159061,2.1456390744383276,USD,Canada,JPY,USA,7493.934842830565,7480.511977064536,S189,R189,T189,2023-12-05 17:31:38.237076,0.0017911639275687821,899.3320063239388,0.9982088360724313
PayPal,27,7.2711948107899955,2.7864205673306555,JPY,Japan,GBP,UK,3456.6833284800673,3446.6257131019465,S190,R190,T190,2023-09-06 17:31:38.237078,0.002909614339055776,271.5556152092576,0.9970903856609442
SWIFT,39,24.032613611238318,1.2719639372281315,GBP,USA,CAD,Canada,4300.317928942996,4275.01335139453,S191,R191,T191,2023-10-02 17:31:38.237079,0.005884350405386476,986.8785243901916,0.9941156495946136
SWIFT,49,26.28764818205945,3.073726045330134,CAD,USA,USD,Canada,7723.694103054447,7694.3327288270575,S192,R192,T192,2024-01-12 17:31:38.237081,0.003801467773792103,1438.7073371420895,0.9961985322262079
ACH,58,12.893377042861967,2.0351539671635663,EUR,Canada,USD,Japan,7307.525072068338,7292.596541058312,S193,R193,T193,2024-05-12 17:31:38.237082,0.002042898363371626,865.854798581481,0.9979571016366283
PayPal,48,10.59876136405567,2.573226150076768,EUR,Canada,CAD,Germany,9141.160787043571,9127.98879952944,S194,R194,T194,2024-05-28 17:31:38.237084,0.0014409534873078757,632.2554006783571,0.9985590465126922
PayPal,30,16.530469291398653,0.9604868979454093,JPY,Canada,EUR,UK,7215.084653884468,7197.593697695124,S195,R195,T195,2023-10-11 17:31:38.237086,0.002424220508615551,524.7286856803219,0.9975757794913845
Western Union,47,13.399612133824451,1.3653087604111196,EUR,Germany,JPY,Japan,8733.34903247061,8718.584111576376,S196,R196,T196,2024-05-21 17:31:38.237087,0.001690636757942407,693.9512820290719,0.9983093632420577
Western Union,34,19.602360190358738,1.4034670144539465,EUR,USA,USD,Japan,6636.0193125046635,6615.013485299851,S197,R197,T197,2024-05-15 17:31:38.237088,0.00316542586987806,714.1981249636312,0.9968345741301219
Western Union,32,12.89926403798731,1.3261766217126238,CAD,USA,CAD,Japan,920.268123834124,906.042683174424,S198,R198,T198,2023-08-23 17:31:38.237090,0.015457930456650299,455.2141011103979,0.9845420695433497
PayPal,50,12.601537807603478,1.3704999540567047,EUR,Germany,CAD,USA,6248.0208687194945,6234.048830957834,S199,R199,T199,2023-12-02 17:31:38.237091,0.0022362341700250584,698.6018880830092,0.997763765829975
Western Union,52,16.573226195853326,2.823315846676318,CAD,USA,CAD,Germany,4851.382582348176,4831.986040305646,S200,R200,T200,2024-05-18 17:31:38.237093,0.003998147273130806,1008.6201862115415,0.9960018527268693
Western Union,24,14.255823244720219,2.3896704382577436,CAD,USA,CAD,Japan,535.0401062037502,518.3946125207722,S201,R201,T201,2024-07-03 17:31:38.237095,0.031110740092143943,399.49184839147114,0.968889259907856
PayPal,38,15.320038568879879,1.28645411940438,JPY,Germany,CAD,USA,1964.1022872326903,1947.495794544406,S202,R202,T202,2024-07-19 17:31:38.237096,0.008455003996600336,631.0467221548018,0.9915449960033996
Western Union,23,15.946702256265741,1.8908264596254036,USD,UK,USD,USA,4902.991399602318,4885.153870886426,S203,R203,T203,2024-01-11 17:31:38.237098,0.0036380909657189996,410.26316046549636,0.9963619090342809
PayPal,38,18.28293782876029,2.091589494718507,EUR,UK,USD,Canada,5252.841080076652,5232.466552753173,S204,R204,T204,2024-03-06 17:31:38.237099,0.0038787633231008537,774.2320382921941,0.9961212366768991
Western Union,54,8.866050706512107,3.789369271743946,CAD,Germany,CAD,Canada,7382.40939974515,7369.753979766894,S205,R205,T205,2023-09-10 17:31:38.237101,0.001714266886728462,683.3926788258268,0.9982857331132715
PayPal,47,18.285849306907572,1.1200242630658508,USD,Germany,JPY,USA,6987.734331816412,6968.3284582464385,S206,R206,T206,2024-02-27 17:31:38.237102,0.0027771338531882915,912.0760577887509,0.9972228661468117
PayPal,26,17.801403487442172,3.5261309258426285,EUR,Germany,EUR,Canada,7731.489772333154,7710.16223791987,S207,R207,T207,2023-09-20 17:31:38.237104,0.002758528439060294,554.5158947454048,0.9972414715609398
Western Union,10,9.803776981170323,2.8060991458143003,USD,UK,CAD,Japan,4059.871175410753,4047.2612992837685,S208,R208,T208,2023-09-22 17:31:38.237105,0.0031059793727836287,126.09876126984624,0.9968940206272164
PayPal,59,14.86440099497703,1.6133904376634183,EUR,Japan,CAD,USA,8691.098941770924,8674.621150338284,S209,R209,T209,2023-11-26 17:31:38.237107,0.0018959387694282633,972.1896945257864,0.9981040612305717
Western Union,22,10.752912741898296,0.8818837111801241,JPY,USA,USD,Japan,6575.014148358815,6563.379351905736,S210,R210,T210,2024-02-03 17:31:38.237108,0.0017695469835578338,255.96552196772527,0.9982304530164421
PayPal,22,17.371577435162248,2.0245416018452653,GBP,Canada,EUR,Germany,8214.77531851521,8195.379199478202,S211,R211,T211,2023-09-15 17:31:38.237110,0.002361125932840886,426.71461881416525,0.997638874067159
PayPal,16,14.324706055529965,1.831468964814792,USD,USA,CAD,Germany,5575.297272184473,5559.141097164128,S212,R212,T212,2024-07-29 17:31:38.237111,0.002897814095214077,258.49880032551613,0.9971021859047859
PayPal,47,7.951547008989767,2.6120700768348226,USD,USA,GBP,Germany,6748.48542583916,6737.921808753335,S213,R213,T213,2023-12-08 17:31:38.237113,0.001565331540226454,496.49000303375567,0.9984346684597736
SEPA,5,4.4533345982873005,2.316786247976763,USD,Germany,GBP,UK,4895.982400771363,4889.212279925099,S214,R214,T214,2023-09-21 17:31:38.237114,0.00138279109116026,33.85060423132032,0.9986172089088398
PayPal,14,12.184696151659706,2.530603292295663,EUR,Japan,USD,USA,5429.304957923408,5414.589658479453,S215,R215,T215,2024-03-27 17:31:38.237116,0.0027103468230275374,206.01419221537515,0.9972896531769724
Western Union,52,7.237023574792701,1.1852229498924114,EUR,UK,CAD,Japan,274.1161747857928,265.69392826110766,S216,R216,T216,2024-07-15 17:31:38.237118,0.030725098696808572,437.95681928362586,0.9692749013031914
Western Union,60,7.783476073764291,3.7705260938193,USD,Japan,CAD,Canada,3645.9023349484173,3634.3483327808335,S217,R217,T217,2024-02-09 17:31:38.237119,0.0031690377596872896,693.2401300550155,0.9968309622403126
SEPA,5,2.1394916078476913,1.5755148772420031,JPY,Germany,CAD,UK,8069.653798760101,8065.938792275012,S218,R218,T218,2023-09-15 17:31:38.237121,0.0004603675173351927,18.575032425448473,0.9995396324826649
PayPal,27,12.19876768845403,3.918538335319026,EUR,UK,CAD,Japan,8267.10535283747,8250.988046813698,S219,R219,T219,2024-04-26 17:31:38.237122,0.0019495706581556032,435.1672626418725,0.9980504293418445
